subscriber_id,region,package_type,recharge_history,complaint_count,last_active_date,tenure_months,arpu,churn,avg_recharge,min_recharge,recharge_trend,days_since_active,region_enc,package_enc,churn_probability,risk_tier
SUB-21853,Lucknow,Basic,"208,182,206,160,165,181",5,2026-02-11,88,189.64,1,183.66666666666666,160.0,-27.0,120,7,0,0.9829898,High
SUB-21854,Mumbai,Basic,"266,284,362,310,360,272",3,2026-06-01,74,301.26,0,309.0,266.0,6.0,10,8,0,4.5307388e-05,Low
SUB-21855,Ahmedabad,Standard,"432,431,418,470,375,469",2,2026-05-05,33,446.16,0,432.5,375.0,37.0,37,0,2,2.5302541e-05,Low
SUB-21856,Bangalore,Premium,"707,700,775,842,717,677",0,2026-01-21,34,712.52,0,736.3333333333334,677.0,-30.0,141,1,1,0.010159315,Low
SUB-21857,Lucknow,Premium,"937,921,865,864,792,911",3,2026-05-19,5,877.1,0,881.6666666666666,792.0,-26.0,23,7,1,1.7816368e-05,Low
SUB-21858,Kolkata,Standard,"488,415,383,417,419,464",1,2026-01-24,50,447.84,0,431.0,383.0,-24.0,138,6,2,0.19209145,Low
SUB-21859,Lucknow,Premium,"706,780,796,732,777,807",0,2026-04-19,100,765.25,0,766.3333333333334,706.0,101.0,53,7,1,4.1058042e-06,Low
SUB-21860,Pune,Basic,"327,142,207,320,184,139",4,2025-12-21,83,226.18,1,219.83333333333334,139.0,-188.0,172,9,0,0.9997515,High
SUB-21861,Lucknow,Basic,"328,379,414,343,266,390",5,2026-01-03,43,340.24,1,353.3333333333333,266.0,62.0,159,7,0,0.99822015,High
SUB-21862,Pune,Standard,"397,449,372,386,363,348",4,2026-02-01,98,401.03,1,385.8333333333333,348.0,-49.0,130,9,2,0.9171101,High
SUB-21863,Pune,Standard,"403,382,402,438,361,346",3,2026-01-28,87,388.47,1,388.6666666666667,346.0,-57.0,134,9,2,0.7820258,High
SUB-21864,Delhi,Standard,"434,403,396,351,439,479",4,2026-04-09,7,426.06,0,417.0,351.0,45.0,63,3,2,0.00919035,Low
SUB-21865,Kolkata,Premium,"906,892,830,827,947,861",1,2026-04-08,109,895.71,0,877.1666666666666,827.0,-45.0,64,6,1,3.0775125e-05,Low
SUB-21866,Hyderabad,Standard,"384,402,420,482,439,430",3,2026-04-11,42,434.59,0,426.1666666666667,384.0,46.0,61,4,2,0.0015502077,Low
SUB-21867,Pune,Standard,"481,513,474,387,492,446",2,2026-04-24,73,460.17,0,465.5,387.0,-35.0,48,9,2,6.6102744e-05,Low
SUB-21868,Bangalore,Standard,"503,416,351,470,546,438",1,2026-04-17,25,413.46,0,454.0,351.0,-65.0,55,1,2,3.1411917e-05,Low
SUB-21869,Kolkata,Standard,"393,495,412,527,428,449",2,2026-02-18,88,443.0,0,450.6666666666667,393.0,56.0,113,6,2,0.07438391,Low
SUB-21870,Mumbai,Premium,"795,918,831,806,879,773",2,2026-05-24,86,855.25,0,833.6666666666666,773.0,-22.0,18,8,1,6.93188e-06,Low
SUB-21871,Delhi,Standard,"391,404,387,420,446,357",1,2026-01-11,46,414.29,1,400.8333333333333,357.0,-34.0,151,3,2,0.5495408,Medium
SUB-21872,Pune,Standard,"497,591,430,495,468,448",3,2026-05-20,104,519.01,0,488.1666666666667,430.0,-49.0,22,9,2,2.8805704e-05,Low
SUB-21873,Kolkata,Standard,"476,472,533,604,461,581",2,2026-02-23,85,507.91,0,521.1666666666666,461.0,105.0,108,6,2,0.014887896,Low
SUB-21874,Pune,Standard,"601,507,496,562,512,527",5,2025-12-23,67,502.29,1,534.1666666666666,496.0,-74.0,170,9,2,0.9971295,High
SUB-21875,Kolkata,Premium,"786,933,865,737,815,928",1,2026-01-28,8,828.04,0,844.0,737.0,142.0,134,6,1,0.00675801,Low
SUB-21876,Lucknow,Premium,"718,820,732,751,744,809",1,2026-02-11,45,761.98,0,762.3333333333334,718.0,91.0,120,7,1,0.0033509312,Low
SUB-21877,Delhi,Basic,"96,204,224,260,218,264",4,2026-05-31,62,245.07,0,211.0,96.0,168.0,11,3,0,0.00030687673,Low
SUB-21878,Pune,Basic,"207,158,320,216,304,283",5,2026-04-07,13,258.76,0,248.0,158.0,76.0,65,9,0,0.11357869,Low
SUB-21879,Mumbai,Basic,"295,151,304,332,296,243",1,2025-12-25,22,258.09,1,270.1666666666667,151.0,-52.0,168,8,0,0.9560875,High
SUB-21880,Chennai,Premium,"915,892,857,966,1027,893",0,2026-01-12,44,925.67,0,925.0,857.0,-22.0,150,2,1,0.009276305,Low
SUB-21881,Pune,Basic,"159,239,227,268,237,243",2,2026-03-14,49,212.33,0,228.83333333333334,159.0,84.0,89,9,0,0.07476168,Low
SUB-21882,Jaipur,Standard,"376,409,442,439,470,448",1,2026-03-13,110,433.12,0,430.6666666666667,376.0,72.0,90,5,2,0.0030556223,Low
SUB-21883,Bangalore,Basic,"212,290,258,234,277,224",3,2026-01-12,114,260.94,1,249.16666666666666,212.0,12.0,150,1,0,0.98484415,High
SUB-21884,Hyderabad,Basic,"234,212,423,201,398,233",4,2025-12-22,77,306.84,1,283.5,201.0,-1.0,171,4,0,0.9988061,High
SUB-21885,Kolkata,Standard,"428,382,430,403,429,368",0,2026-02-20,28,441.3,0,406.6666666666667,368.0,-60.0,111,6,2,0.0046077,Low
SUB-21886,Mumbai,Premium,"731,743,749,863,826,896",0,2026-01-26,35,806.2,0,801.3333333333334,731.0,165.0,136,8,1,0.006010358,Low
SUB-21887,Jaipur,Standard,"319,373,370,332,408,299",3,2025-12-25,69,354.9,1,350.1666666666667,299.0,-20.0,168,5,2,0.992326,High
SUB-21888,Pune,Premium,"733,733,727,756,778,732",1,2026-05-26,98,726.39,0,743.1666666666666,727.0,-1.0,16,9,1,5.3535828e-06,Low
SUB-21889,Jaipur,Basic,"218,155,233,287,210,237",3,2026-03-31,64,247.53,0,223.33333333333334,155.0,19.0,72,5,0,0.022664832,Low
SUB-21890,Hyderabad,Standard,"447,465,468,487,436,501",0,2026-03-23,96,450.24,0,467.3333333333333,436.0,54.0,80,4,2,0.00039736234,Low
SUB-21891,Ahmedabad,Standard,"457,460,400,461,390,460",6,2026-05-09,67,449.71,0,438.0,390.0,3.0,33,0,2,0.0004826521,Low
SUB-21892,Pune,Premium,"763,756,823,763,828,768",4,2026-02-20,28,793.26,0,783.5,756.0,5.0,111,9,1,0.032833602,Low
SUB-21893,Lucknow,Premium,"880,842,848,883,780,908",1,2026-06-08,87,851.41,0,856.8333333333334,780.0,28.0,3,7,1,3.8630365e-06,Low
SUB-21894,Mumbai,Premium,"607,695,650,603,631,685",1,2025-12-25,75,627.5,1,645.1666666666666,603.0,78.0,168,8,1,0.5687239,Medium
SUB-21895,Ahmedabad,Basic,"346,324,333,338,296,286",5,2026-05-30,83,285.04,0,320.5,286.0,-60.0,12,0,0,0.00022383619,Low
SUB-21896,Chennai,Standard,"428,427,486,449,437,441",1,2026-01-05,46,431.05,0,444.6666666666667,427.0,13.0,157,2,2,0.69189876,High
SUB-21897,Mumbai,Standard,"454,466,494,364,409,396",2,2026-04-02,60,473.97,0,430.5,364.0,-58.0,70,8,2,0.0006918764,Low
SUB-21898,Pune,Standard,"327,478,464,418,419,400",2,2026-04-08,104,408.1,0,417.6666666666667,327.0,73.0,64,9,2,0.00068232405,Low
SUB-21899,Chennai,Basic,"315,224,261,323,193,296",4,2026-06-10,39,261.88,0,268.6666666666667,193.0,-19.0,1,2,0,0.00012700295,Low
SUB-21900,Lucknow,Premium,"1017,1026,985,988,957,977",3,2026-02-15,88,950.58,0,991.6666666666666,957.0,-40.0,116,7,1,0.0021603403,Low
SUB-21901,Mumbai,Standard,"459,522,553,511,566,516",1,2026-03-17,44,516.1,0,521.1666666666666,459.0,57.0,86,8,2,0.0005246026,Low
SUB-21902,Mumbai,Basic,"346,351,324,266,267,320",4,2025-12-21,89,315.17,1,312.3333333333333,266.0,-26.0,172,8,0,0.99874145,High
SUB-21903,Chennai,Basic,"252,240,182,288,255,318",2,2026-03-29,25,233.12,0,255.83333333333334,182.0,66.0,74,2,0,0.010301375,Low
SUB-21904,Chennai,Premium,"966,961,960,946,983,1022",2,2026-02-11,12,945.5,0,973.0,946.0,56.0,120,2,1,0.0012628663,Low
SUB-21905,Bangalore,Premium,"898,821,811,870,838,832",2,2025-12-14,63,834.09,1,845.0,811.0,-66.0,179,1,1,0.66302663,High
SUB-21906,Kolkata,Premium,"885,798,772,752,915,809",3,2025-12-15,55,820.14,1,821.8333333333334,752.0,-76.0,178,6,1,0.8354584,High
SUB-21907,Chennai,Basic,"276,248,276,292,269,238",1,2026-02-02,65,292.29,0,266.5,238.0,-38.0,129,2,0,0.33081597,Low
SUB-21908,Hyderabad,Basic,"303,287,258,244,262,247",2,2026-04-07,96,268.72,0,266.8333333333333,244.0,-56.0,65,4,0,0.0004790472,Low
SUB-21909,Mumbai,Basic,"264,270,309,290,287,274",3,2026-05-11,51,273.77,0,282.3333333333333,264.0,10.0,31,8,0,5.9679955e-05,Low
SUB-21910,Mumbai,Basic,"262,196,167,272,232,215",3,2026-01-29,43,238.05,1,224.0,167.0,-47.0,133,8,0,0.89952385,High
SUB-21911,Hyderabad,Basic,"273,259,256,186,249,261",1,2026-04-19,49,269.61,0,247.33333333333334,186.0,-12.0,53,4,0,3.901693e-05,Low
SUB-21912,Bangalore,Basic,"178,289,205,276,175,234",3,2026-05-21,118,262.11,0,226.16666666666666,175.0,56.0,21,1,0,9.632665e-05,Low
SUB-21913,Mumbai,Standard,"432,358,445,495,566,386",2,2026-01-29,90,464.3,0,447.0,358.0,-46.0,133,8,2,0.35077593,Medium
SUB-21914,Hyderabad,Standard,"440,352,370,397,444,342",2,2026-01-31,61,422.24,0,390.8333333333333,342.0,-98.0,131,4,2,0.40547705,Medium
SUB-21915,Jaipur,Standard,"444,490,462,485,459,452",1,2026-05-06,54,487.88,0,465.3333333333333,444.0,8.0,36,5,2,1.38643045e-05,Low
SUB-21916,Mumbai,Standard,"386,529,478,511,541,454",3,2026-03-29,108,481.66,0,483.1666666666667,386.0,68.0,74,8,2,0.0043246695,Low
SUB-21917,Bangalore,Basic,"135,207,317,245,186,220",1,2025-12-15,96,203.25,1,218.33333333333334,135.0,85.0,178,1,0,0.9967801,High
SUB-21918,Delhi,Basic,"309,255,326,237,167,311",3,2026-02-24,67,241.48,0,267.5,167.0,2.0,107,3,0,0.384503,Medium
SUB-21919,Pune,Premium,"683,765,714,755,628,737",2,2026-02-11,23,711.69,0,713.6666666666666,628.0,54.0,120,9,1,0.01701205,Low
SUB-21920,Bangalore,Standard,"374,442,376,361,350,392",3,2026-03-26,30,387.46,0,382.5,350.0,18.0,77,1,2,0.014140849,Low
SUB-21921,Mumbai,Basic,"352,199,259,305,265,172",1,2026-02-01,100,287.15,0,258.6666666666667,172.0,-180.0,130,8,0,0.4260753,Medium
SUB-21922,Jaipur,Basic,"297,312,328,307,323,279",1,2026-01-18,37,277.78,1,307.6666666666667,279.0,-18.0,144,5,0,0.66874295,High
SUB-21923,Ahmedabad,Premium,"750,843,748,746,815,776",4,2026-04-07,57,815.6,0,779.6666666666666,746.0,26.0,65,0,1,0.00048025695,Low
SUB-21924,Delhi,Premium,"874,858,731,826,795,825",2,2026-05-23,117,843.28,0,818.1666666666666,731.0,-49.0,19,3,1,2.216345e-05,Low
SUB-21925,Jaipur,Premium,"766,721,847,839,848,765",1,2026-05-10,111,793.5,0,797.6666666666666,721.0,-1.0,32,5,1,4.75944e-06,Low
SUB-21926,Ahmedabad,Basic,"277,265,260,207,221,286",1,2026-03-12,83,234.2,0,252.66666666666666,207.0,9.0,91,0,0,0.009884376,Low
SUB-21927,Delhi,Basic,"191,258,262,337,264,227",3,2026-05-14,97,294.82,0,256.5,191.0,36.0,28,3,0,4.8352696e-05,Low
SUB-21928,Lucknow,Standard,"453,530,440,501,449,408",6,2026-04-29,68,430.55,0,463.5,408.0,-45.0,43,7,2,0.00054901716,Low
SUB-21929,Jaipur,Premium,"777,782,730,763,797,786",3,2026-05-07,98,758.83,0,772.5,730.0,9.0,35,5,1,1.6511209e-05,Low
SUB-21930,Ahmedabad,Standard,"466,390,439,479,495,415",1,2026-04-16,90,416.95,0,447.3333333333333,390.0,-51.0,56,0,2,0.00010078068,Low
SUB-21931,Kolkata,Basic,"270,241,157,279,135,152",4,2026-01-10,102,239.36,1,205.66666666666666,135.0,-118.0,152,6,0,0.9969434,High
SUB-21932,Kolkata,Standard,"441,424,368,407,389,338",2,2026-03-08,30,395.18,0,394.5,338.0,-103.0,95,6,2,0.023682563,Low
SUB-21933,Ahmedabad,Premium,"847,885,791,925,875,869",2,2026-01-26,14,871.66,0,865.3333333333334,791.0,22.0,136,0,1,0.021636989,Low
SUB-21934,Jaipur,Standard,"456,437,453,421,419,466",2,2026-01-25,82,454.49,1,442.0,419.0,10.0,137,5,2,0.6145245,Medium
SUB-21935,Chennai,Standard,"511,485,453,490,362,529",2,2026-02-11,36,462.56,0,471.6666666666667,362.0,18.0,120,2,2,0.11746195,Low
SUB-21936,Chennai,Standard,"485,551,441,547,393,371",4,2026-03-18,37,475.69,0,464.6666666666667,371.0,-114.0,85,2,2,0.022751017,Low
SUB-21937,Ahmedabad,Basic,"213,199,233,251,245,275",3,2025-12-16,40,225.46,1,236.0,199.0,62.0,177,0,0,0.99962544,High
SUB-21938,Ahmedabad,Basic,"338,346,256,293,255,227",6,2026-04-05,58,267.45,0,285.8333333333333,227.0,-111.0,67,0,0,0.33437368,Low
SUB-21939,Ahmedabad,Premium,"743,842,808,765,749,774",5,2026-04-21,119,737.37,0,780.1666666666666,743.0,31.0,51,0,1,0.00095909054,Low
SUB-21940,Delhi,Premium,"921,871,826,908,868,883",1,2026-01-09,84,885.94,0,879.5,826.0,-38.0,153,3,1,0.03984452,Low
SUB-21941,Jaipur,Basic,"316,344,202,238,331,218",2,2026-05-24,57,259.23,0,274.8333333333333,202.0,-98.0,18,5,0,2.9244557e-05,Low
SUB-21942,Bangalore,Basic,"260,267,252,189,293,292",4,2026-02-23,25,250.24,1,258.8333333333333,189.0,32.0,108,1,0,0.7390084,High
SUB-21943,Ahmedabad,Premium,"773,892,817,796,816,837",1,2025-12-18,14,805.55,1,821.8333333333334,773.0,64.0,175,0,1,0.41166428,Medium
SUB-21944,Bangalore,Premium,"765,713,805,806,711,776",4,2026-03-19,14,771.66,0,762.6666666666666,711.0,11.0,84,1,1,0.00095267454,Low
SUB-21945,Hyderabad,Standard,"482,496,495,382,380,462",1,2026-05-02,120,451.59,0,449.5,380.0,-20.0,40,4,2,3.563222e-05,Low
SUB-21946,Chennai,Standard,"407,486,408,509,433,396",2,2026-01-12,32,425.39,1,439.8333333333333,396.0,-11.0,150,2,2,0.84493285,High
SUB-21947,Lucknow,Standard,"487,384,354,440,394,391",1,2025-12-24,58,419.76,1,408.3333333333333,354.0,-96.0,169,7,2,0.8717076,High
SUB-21948,Mumbai,Standard,"505,415,425,433,491,397",2,2026-05-16,87,460.5,0,444.3333333333333,397.0,-108.0,26,8,2,1.6281216e-05,Low
SUB-21949,Kolkata,Premium,"673,681,762,762,717,723",0,2026-01-24,44,741.96,0,719.6666666666666,673.0,50.0,138,6,1,0.006508656,Low
SUB-21950,Jaipur,Standard,"479,463,401,400,399,311",3,2026-04-17,11,426.92,0,408.8333333333333,311.0,-168.0,55,5,2,0.00020376242,Low
SUB-21951,Pune,Standard,"483,417,537,541,553,525",3,2026-05-04,25,481.14,0,509.3333333333333,417.0,42.0,38,9,2,4.1903066e-05,Low
SUB-21952,Chennai,Standard,"363,403,499,471,486,484",1,2026-06-03,73,459.57,0,451.0,363.0,121.0,8,2,2,1.9921037e-05,Low
SUB-21953,Pune,Basic,"306,232,231,287,370,279",3,2026-02-02,17,272.74,1,284.1666666666667,231.0,-27.0,129,9,0,0.82521397,High
SUB-21954,Ahmedabad,Standard,"409,484,529,449,440,439",3,2026-03-17,42,463.71,0,458.3333333333333,409.0,30.0,86,0,2,0.017515808,Low
SUB-21955,Kolkata,Premium,"673,755,756,774,711,818",2,2026-03-30,65,741.46,0,747.8333333333334,673.0,145.0,73,6,1,0.0003145705,Low
SUB-21956,Mumbai,Basic,"210,263,230,279,238,151",1,2026-05-04,37,222.17,0,228.5,151.0,-59.0,38,8,0,1.962477e-05,Low
SUB-21957,Delhi,Basic,"264,207,254,251,199,272",3,2025-12-18,101,250.8,1,241.16666666666666,199.0,8.0,175,3,0,0.99905294,High
SUB-21958,Lucknow,Premium,"761,772,787,782,749,679",2,2026-01-11,63,773.33,1,755.0,679.0,-82.0,151,7,1,0.12742907,Low
SUB-21959,Jaipur,Premium,"684,684,836,751,736,849",0,2026-02-14,43,740.47,0,756.6666666666666,684.0,165.0,117,5,1,0.0016164668,Low
SUB-21960,Pune,Premium,"609,708,561,640,563,604",4,2026-05-25,1,637.81,0,614.1666666666666,561.0,-5.0,17,9,1,9.0561654e-05,Low
SUB-21961,Lucknow,Standard,"529,459,508,531,435,534",1,2026-02-25,92,540.37,0,499.3333333333333,435.0,5.0,106,7,2,0.0065386114,Low
SUB-21962,Pune,Premium,"842,863,788,804,878,822",1,2026-01-16,57,848.73,0,832.8333333333334,788.0,-20.0,146,9,1,0.0418055,Low
SUB-21963,Chennai,Premium,"861,864,842,768,705,807",0,2026-04-25,73,783.52,0,807.8333333333334,705.0,-54.0,47,2,1,4.5107486e-06,Low
SUB-21964,Ahmedabad,Premium,"672,660,641,668,710,684",2,2026-04-23,87,654.7,0,672.5,641.0,12.0,49,0,1,3.6928093e-05,Low
SUB-21965,Pune,Premium,"892,899,921,842,969,921",2,2026-06-03,92,922.24,0,907.3333333333334,842.0,29.0,8,9,1,9.379069e-06,Low
SUB-21966,Ahmedabad,Premium,"708,667,801,832,735,743",2,2026-01-10,67,768.16,1,747.6666666666666,667.0,35.0,152,0,1,0.15397303,Low
SUB-21967,Mumbai,Premium,"890,894,944,896,854,917",2,2026-01-17,109,906.01,0,899.1666666666666,854.0,27.0,145,8,1,0.020085948,Low
SUB-21968,Ahmedabad,Premium,"969,827,877,885,844,943",3,2026-01-26,88,880.45,0,890.8333333333334,827.0,-26.0,136,0,1,0.032439653,Low
SUB-21969,Lucknow,Premium,"788,730,655,693,767,771",4,2026-06-07,24,745.93,0,734.0,655.0,-17.0,4,7,1,3.4331162e-05,Low
SUB-21970,Ahmedabad,Premium,"725,789,768,766,730,797",3,2026-01-15,116,773.54,0,762.5,725.0,72.0,147,0,1,0.18758884,Low
SUB-21971,Jaipur,Basic,"281,141,255,192,195,267",3,2026-04-10,90,239.71,0,221.83333333333334,141.0,-14.0,62,5,0,0.0027174333,Low
SUB-21972,Jaipur,Basic,"295,296,181,285,242,167",2,2026-06-08,113,236.4,0,244.33333333333334,167.0,-128.0,3,5,0,2.478511e-05,Low
SUB-21973,Delhi,Basic,"310,271,274,353,274,257",1,2026-05-09,52,307.22,0,289.8333333333333,257.0,-53.0,33,3,0,1.2847087e-05,Low
SUB-21974,Kolkata,Basic,"307,261,254,226,143,228",2,2026-04-24,65,221.52,0,236.5,143.0,-79.0,48,6,0,0.00014548226,Low
SUB-21975,Delhi,Premium,"870,890,898,882,897,905",2,2025-12-19,43,885.59,1,890.3333333333334,870.0,35.0,174,3,1,0.34658945,Low
SUB-21976,Bangalore,Premium,"669,641,648,663,634,692",1,2026-03-07,91,692.97,0,657.8333333333334,634.0,23.0,96,1,1,0.00058035133,Low
SUB-21977,Kolkata,Standard,"500,453,502,419,573,556",3,2026-03-30,62,491.42,0,500.5,419.0,56.0,73,6,2,0.0030032892,Low
SUB-21978,Kolkata,Standard,"380,345,431,450,425,411",4,2025-12-17,53,417.44,1,407.0,345.0,31.0,176,6,2,0.9969023,High
SUB-21979,Chennai,Premium,"679,597,669,657,671,683",1,2026-04-27,93,666.1,0,659.3333333333334,597.0,4.0,45,2,1,2.034226e-05,Low
SUB-21980,Bangalore,Premium,"912,960,934,862,902,829",3,2026-03-19,118,919.71,0,899.8333333333334,829.0,-83.0,84,1,1,0.0008308514,Low
SUB-21981,Mumbai,Standard,"415,473,470,518,519,411",4,2025-12-27,40,461.82,1,467.6666666666667,411.0,-4.0,166,8,2,0.9933702,High
SUB-21982,Pune,Standard,"319,282,334,282,355,359",4,2026-01-29,95,361.83,1,321.8333333333333,282.0,40.0,133,9,2,0.9426025,High
SUB-21983,Jaipur,Premium,"852,725,816,795,786,853",3,2026-02-03,37,833.19,0,804.5,725.0,1.0,128,5,1,0.02363076,Low
SUB-21984,Jaipur,Basic,"169,198,187,265,218,294",4,2026-03-08,97,211.94,0,221.83333333333334,169.0,125.0,95,5,0,0.47164032,Medium
SUB-21985,Lucknow,Standard,"512,483,565,514,498,497",4,2026-02-09,34,481.36,0,511.5,483.0,-15.0,122,7,2,0.36114645,Medium
SUB-21986,Kolkata,Basic,"209,197,264,182,169,243",2,2026-06-04,1,218.47,0,210.66666666666666,169.0,34.0,7,6,0,6.700446e-05,Low
SUB-21987,Bangalore,Premium,"847,811,862,919,888,912",3,2026-05-04,73,892.23,0,873.1666666666666,811.0,65.0,38,1,1,2.5444024e-05,Low
SUB-21988,Chennai,Standard,"574,517,520,569,600,532",2,2026-04-16,103,524.78,0,552.0,517.0,-42.0,56,2,2,0.00018389167,Low
SUB-21989,Ahmedabad,Basic,"280,183,186,144,308,341",3,2026-04-28,38,236.26,0,240.33333333333334,144.0,61.0,44,0,0,0.000274881,Low
SUB-21990,Kolkata,Basic,"288,246,276,278,342,283",2,2026-02-03,87,283.34,0,285.5,246.0,-5.0,128,6,0,0.5824631,Medium
SUB-21991,Jaipur,Basic,"221,297,243,239,275,246",6,2026-05-11,101,261.01,0,253.5,221.0,25.0,31,5,0,0.0009950063,Low
SUB-21992,Chennai,Premium,"957,953,931,930,946,973",3,2026-04-27,60,954.86,0,948.3333333333334,930.0,16.0,45,2,1,2.5174111e-05,Low
SUB-21993,Kolkata,Premium,"717,649,667,735,661,686",4,2026-01-25,21,680.56,0,685.8333333333334,649.0,-31.0,137,6,1,0.5315987,Medium
SUB-21994,Jaipur,Standard,"422,371,482,366,412,490",5,2026-06-03,106,419.25,0,423.8333333333333,366.0,68.0,8,5,2,0.00034137737,Low
SUB-21995,Lucknow,Standard,"473,475,418,514,473,497",6,2026-02-24,78,458.07,1,475.0,418.0,24.0,107,7,2,0.8984503,High
SUB-21996,Hyderabad,Standard,"530,438,464,511,423,454",1,2026-01-27,29,473.52,0,470.0,423.0,-76.0,135,4,2,0.12033344,Low
SUB-21997,Hyderabad,Basic,"270,222,372,183,208,160",0,2026-02-12,81,251.51,0,235.83333333333334,160.0,-110.0,119,4,0,0.026261078,Low
SUB-21998,Hyderabad,Basic,"297,328,190,349,280,395",1,2026-05-04,23,279.83,0,306.5,190.0,98.0,38,4,0,2.1853726e-05,Low
SUB-21999,Mumbai,Standard,"477,412,433,378,376,441",1,2026-05-21,18,416.09,0,419.5,376.0,-36.0,21,8,2,1.3093376e-05,Low
SUB-22000,Hyderabad,Premium,"710,800,810,870,877,884",1,2026-01-23,87,824.67,0,825.1666666666666,710.0,174.0,139,4,1,0.0138816,Low
SUB-22001,Mumbai,Standard,"404,439,469,409,429,502",2,2026-06-10,50,446.19,0,442.0,404.0,98.0,1,8,2,2.1894215e-05,Low
SUB-22002,Bangalore,Basic,"181,216,214,192,183,214",2,2026-04-04,20,229.31,0,200.0,181.0,33.0,68,1,0,0.002106566,Low
SUB-22003,Ahmedabad,Premium,"446,481,359,393,464,456",2,2026-04-13,5,440.82,0,433.1666666666667,359.0,10.0,59,0,1,0.00046816116,Low
SUB-22004,Bangalore,Premium,"723,791,790,873,785,891",2,2025-12-17,118,795.19,0,808.8333333333334,723.0,168.0,176,1,1,0.46525463,Medium
SUB-22005,Delhi,Basic,"226,260,282,230,241,286",0,2026-04-24,101,234.81,0,254.16666666666666,226.0,60.0,48,3,0,3.3792898e-05,Low
SUB-22006,Ahmedabad,Premium,"889,920,835,902,871,849",2,2026-06-07,113,889.41,0,877.6666666666666,835.0,-40.0,4,0,1,1.2827842e-05,Low
SUB-22007,Mumbai,Standard,"413,289,412,432,443,363",6,2026-03-24,69,418.75,0,392.0,289.0,-50.0,79,8,2,0.1367642,Low
SUB-22008,Mumbai,Premium,"833,807,824,850,805,839",0,2026-02-27,88,858.03,0,826.3333333333334,805.0,6.0,104,8,1,0.00012547275,Low
SUB-22009,Kolkata,Basic,"196,277,276,282,129,286",1,2026-04-13,74,239.18,0,241.0,129.0,90.0,59,6,0,0.00050950167,Low
SUB-22010,Jaipur,Standard,"469,516,364,430,417,434",0,2026-03-10,42,448.28,0,438.3333333333333,364.0,-35.0,93,5,2,0.0006514141,Low
SUB-22011,Mumbai,Standard,"468,326,473,480,452,456",2,2026-01-12,81,417.17,1,442.5,326.0,-12.0,150,8,2,0.7897038,High
SUB-22012,Chennai,Basic,"254,215,212,160,178,283",2,2026-06-10,100,197.07,0,217.0,160.0,29.0,1,2,0,4.248854e-05,Low
SUB-22013,Mumbai,Premium,"757,813,851,766,802,782",1,2026-01-27,91,798.8,0,795.1666666666666,757.0,25.0,135,8,1,0.01965628,Low
SUB-22014,Bangalore,Premium,"654,597,643,644,584,691",2,2026-03-27,17,646.2,0,635.5,584.0,37.0,76,1,1,0.00076276297,Low
SUB-22015,Kolkata,Premium,"693,791,731,794,741,889",4,2026-01-11,101,776.11,1,773.1666666666666,693.0,196.0,151,6,1,0.6635756,High
SUB-22016,Delhi,Basic,"292,229,282,309,340,262",3,2026-01-02,6,272.37,1,285.6666666666667,229.0,-30.0,160,3,0,0.98922145,High
SUB-22017,Pune,Basic,"321,292,434,271,274,253",2,2026-01-31,1,312.28,1,307.5,253.0,-68.0,131,9,0,0.72359353,High
SUB-22018,Hyderabad,Standard,"425,372,357,429,390,430",3,2026-02-07,85,430.7,1,400.5,357.0,5.0,124,4,2,0.51646817,Medium
SUB-22019,Mumbai,Standard,"422,403,355,307,330,387",2,2026-01-14,16,366.01,1,367.3333333333333,307.0,-35.0,148,8,2,0.8860866,High
SUB-22020,Chennai,Standard,"471,364,311,411,420,447",2,2026-06-11,33,434.42,0,404.0,311.0,-24.0,0,2,2,1.4968943e-05,Low
SUB-22021,Pune,Standard,"507,488,494,542,523,514",3,2026-03-08,13,500.49,0,511.3333333333333,488.0,7.0,95,9,2,0.012535573,Low
SUB-22022,Delhi,Basic,"162,283,127,160,226,274",0,2026-05-08,66,246.3,0,205.33333333333334,127.0,112.0,34,3,0,1.3744506e-05,Low
SUB-22023,Bangalore,Basic,"238,272,151,141,74,296",3,2026-05-14,37,208.22,0,195.33333333333334,74.0,58.0,28,1,0,0.00010202902,Low
SUB-22024,Chennai,Premium,"772,758,834,759,833,859",4,2026-04-30,92,823.72,0,802.5,758.0,87.0,42,2,1,4.2290707e-05,Low
SUB-22025,Lucknow,Standard,"557,538,522,562,574,594",4,2026-05-23,8,546.84,0,557.8333333333334,522.0,37.0,19,7,2,6.081879e-05,Low
SUB-22026,Mumbai,Basic,"304,238,319,267,263,284",7,2026-04-27,32,265.78,0,279.1666666666667,238.0,-20.0,45,8,0,0.0518259,Low
SUB-22027,Chennai,Premium,"537,647,623,678,509,635",2,2026-05-12,21,606.4,0,604.8333333333334,509.0,98.0,30,2,1,1.8565359e-05,Low
SUB-22028,Chennai,Premium,"785,911,871,877,853,913",2,2025-12-30,74,855.85,0,868.3333333333334,785.0,128.0,163,2,1,0.1845649,Low
SUB-22029,Bangalore,Premium,"998,1055,958,948,926,963",3,2026-03-23,70,938.69,0,974.6666666666666,926.0,-35.0,80,1,1,0.00018455267,Low
SUB-22030,Jaipur,Basic,"253,249,255,210,200,221",3,2026-04-25,37,269.91,0,231.33333333333334,200.0,-32.0,47,5,0,0.00021313858,Low
