subscriber_id,region,package_type,recharge_history,complaint_count,last_active_date,tenure_months,arpu,churn
SUB-20401,Delhi,Basic,"215,310,274,258,262,229",2,2026-06-06,95,273.73,0
SUB-20402,Bangalore,Standard,"609,610,556,642,583,610",6,2025-12-28,34,581.17,1
SUB-20403,Mumbai,Premium,"848,746,897,812,757,822",3,2026-05-15,33,817.65,0
SUB-20404,Delhi,Basic,"219,183,213,229,207,197",4,2026-02-28,73,216.17,1
SUB-20405,Hyderabad,Standard,"550,583,553,640,540,545",0,2026-05-02,45,546.66,0
SUB-20406,Hyderabad,Premium,"714,699,669,703,688,686",1,2026-05-18,41,698.54,0
SUB-20407,Ahmedabad,Standard,"399,467,463,438,502,447",3,2026-02-25,41,502.4,0
SUB-20408,Lucknow,Premium,"717,714,671,732,714,706",2,2026-02-24,29,723.41,0
SUB-20409,Kolkata,Premium,"746,804,829,837,850,804",5,2026-06-05,42,786.55,0
SUB-20410,Lucknow,Premium,"767,781,787,865,791,762",3,2026-04-27,113,849.33,0
SUB-20411,Pune,Basic,"231,237,261,301,258,330",1,2026-01-05,66,266.7,1
SUB-20412,Ahmedabad,Standard,"308,438,334,293,331,389",2,2026-02-06,87,394.94,0
SUB-20413,Bangalore,Basic,"263,313,232,314,252,166",2,2025-12-24,94,255.5,1
SUB-20414,Chennai,Premium,"799,1013,923,879,917,980",4,2026-05-17,116,939.0,0
SUB-20415,Kolkata,Premium,"788,770,794,834,831,850",3,2026-06-09,26,848.27,0
SUB-20416,Pune,Basic,"180,210,191,196,197,214",4,2026-04-12,39,209.77,1
SUB-20417,Bangalore,Premium,"703,788,726,672,700,699",2,2026-03-10,65,701.84,0
SUB-20418,Jaipur,Premium,"714,806,776,822,771,857",1,2026-03-29,80,790.36,0
SUB-20419,Ahmedabad,Basic,"231,165,315,258,249,276",3,2025-12-25,77,239.18,1
SUB-20420,Lucknow,Basic,"189,336,271,271,126,311",0,2026-01-09,54,275.37,1
SUB-20421,Lucknow,Premium,"676,638,704,702,780,717",3,2026-01-22,95,703.49,0
SUB-20422,Delhi,Premium,"665,566,591,670,625,584",1,2026-05-10,73,564.22,0
SUB-20423,Chennai,Standard,"485,523,444,385,372,477",4,2026-05-27,10,466.66,0
SUB-20424,Kolkata,Standard,"408,465,433,446,409,384",1,2026-05-27,75,465.93,0
SUB-20425,Ahmedabad,Basic,"243,236,193,315,213,230",7,2026-05-16,85,252.14,0
SUB-20426,Chennai,Premium,"760,674,594,789,658,587",2,2026-04-08,55,715.25,0
SUB-20427,Pune,Premium,"734,673,740,717,702,640",2,2026-05-29,79,696.3,0
SUB-20428,Pune,Premium,"694,635,663,628,672,733",3,2026-01-27,69,691.08,0
SUB-20429,Ahmedabad,Premium,"785,808,761,743,719,752",3,2026-01-25,41,795.34,0
SUB-20430,Mumbai,Basic,"329,270,248,237,285,361",4,2026-05-17,77,308.47,0
SUB-20431,Bangalore,Premium,"791,825,825,746,814,789",1,2026-02-14,103,781.98,0
SUB-20432,Ahmedabad,Premium,"896,924,866,935,968,989",3,2026-06-02,101,939.87,0
SUB-20433,Hyderabad,Basic,"267,200,301,282,298,374",5,2026-01-24,86,278.76,1
SUB-20434,Ahmedabad,Standard,"398,452,409,372,429,407",1,2025-12-16,10,394.69,1
SUB-20435,Jaipur,Premium,"863,886,911,861,926,872",3,2026-01-03,107,871.89,1
SUB-20436,Hyderabad,Basic,"202,126,156,158,287,147",1,2026-04-08,94,209.71,0
SUB-20437,Bangalore,Premium,"697,611,697,679,652,658",3,2025-12-29,58,670.65,1
SUB-20438,Mumbai,Basic,"283,276,208,271,212,241",5,2026-02-13,73,230.11,1
SUB-20439,Ahmedabad,Basic,"191,135,232,125,169,144",6,2026-01-31,30,164.0,1
SUB-20440,Mumbai,Basic,"277,348,215,315,320,293",3,2026-05-19,33,294.81,0
SUB-20441,Kolkata,Premium,"845,792,874,818,845,767",1,2026-04-23,105,838.28,0
SUB-20442,Bangalore,Premium,"886,775,817,767,811,780",2,2025-12-16,117,801.06,0
SUB-20443,Pune,Premium,"835,737,706,804,882,747",5,2025-12-28,88,760.11,1
SUB-20444,Lucknow,Standard,"531,428,556,532,409,535",5,2026-03-26,82,482.27,1
SUB-20445,Delhi,Basic,"215,280,284,281,295,243",1,2026-04-05,106,272.12,0
SUB-20446,Bangalore,Basic,"296,253,247,228,296,310",2,2026-05-06,105,275.78,0
SUB-20447,Mumbai,Basic,"243,161,208,226,285,125",1,2025-12-15,115,194.64,1
SUB-20448,Jaipur,Standard,"527,452,467,449,360,364",1,2026-01-23,47,446.0,0
SUB-20449,Pune,Basic,"322,312,294,258,164,165",3,2025-12-16,90,232.2,1
SUB-20450,Chennai,Basic,"249,306,250,223,296,318",2,2026-01-19,34,276.53,0
SUB-20451,Ahmedabad,Premium,"755,781,771,737,834,887",4,2026-01-05,9,806.82,1
SUB-20452,Chennai,Standard,"352,419,429,532,367,410",2,2026-04-30,110,462.38,0
SUB-20453,Delhi,Basic,"274,326,297,204,191,250",3,2026-03-31,116,237.11,0
SUB-20454,Ahmedabad,Premium,"820,704,728,682,693,621",1,2026-03-02,37,710.49,0
SUB-20455,Ahmedabad,Standard,"525,505,396,474,407,402",2,2026-02-07,110,451.18,0
SUB-20456,Chennai,Basic,"195,217,159,230,253,121",4,2026-03-22,90,203.49,0
SUB-20457,Delhi,Premium,"631,784,697,721,613,564",2,2026-04-08,81,640.53,0
SUB-20458,Delhi,Standard,"436,531,495,486,473,526",3,2026-02-24,113,512.31,0
SUB-20459,Delhi,Standard,"533,444,432,535,459,537",7,2026-04-24,119,491.26,0
SUB-20460,Delhi,Basic,"150,174,295,171,235,190",1,2026-04-15,36,206.52,0
SUB-20461,Bangalore,Basic,"256,281,316,283,304,249",3,2026-01-14,94,284.27,1
SUB-20462,Ahmedabad,Premium,"817,725,762,653,709,717",5,2026-04-08,20,763.06,0
SUB-20463,Ahmedabad,Premium,"619,694,661,723,702,650",1,2026-03-01,90,642.34,0
SUB-20464,Delhi,Standard,"469,554,523,520,417,417",4,2026-05-30,36,465.7,0
SUB-20465,Chennai,Standard,"581,605,529,441,432,494",3,2026-04-20,82,521.62,0
SUB-20466,Mumbai,Basic,"188,245,220,246,279,263",3,2026-03-18,99,245.98,0
SUB-20467,Pune,Premium,"936,913,850,843,901,840",4,2026-05-11,35,856.76,0
SUB-20468,Ahmedabad,Basic,"247,273,276,428,350,304",1,2026-04-19,63,279.12,0
SUB-20469,Kolkata,Basic,"220,230,218,269,215,229",3,2026-01-18,51,230.78,1
SUB-20470,Ahmedabad,Standard,"587,473,500,396,365,510",2,2026-05-13,34,466.5,0
SUB-20471,Chennai,Basic,"299,105,291,325,275,274",3,2026-04-23,50,271.0,0
SUB-20472,Mumbai,Premium,"917,807,867,904,901,827",5,2026-05-16,120,842.95,0
SUB-20473,Hyderabad,Basic,"267,199,318,351,162,220",2,2026-01-21,117,267.5,1
SUB-20474,Lucknow,Basic,"229,292,178,283,235,352",5,2026-01-05,17,278.21,1
SUB-20475,Jaipur,Basic,"220,249,297,274,294,156",3,2026-01-11,6,262.12,1
SUB-20476,Bangalore,Basic,"339,285,295,245,239,297",2,2026-04-15,10,252.17,0
SUB-20477,Chennai,Standard,"342,232,335,210,300,299",1,2026-04-08,4,303.79,0
SUB-20478,Hyderabad,Premium,"840,882,807,835,869,866",1,2026-04-17,6,870.17,0
SUB-20479,Jaipur,Standard,"440,432,431,269,417,410",4,2026-02-04,3,425.71,1
SUB-20480,Bangalore,Premium,"772,731,650,799,694,695",0,2026-04-23,39,687.55,0
SUB-20481,Mumbai,Standard,"322,319,373,358,457,356",2,2026-02-03,18,369.89,1
SUB-20482,Ahmedabad,Basic,"198,187,302,276,205,240",1,2026-04-02,99,231.71,0
SUB-20483,Hyderabad,Basic,"276,258,223,317,209,327",2,2026-01-16,18,265.27,1
SUB-20484,Hyderabad,Basic,"371,316,335,367,231,192",2,2026-02-18,79,304.48,1
SUB-20485,Bangalore,Premium,"892,789,718,749,779,786",4,2026-03-18,94,803.88,0
SUB-20486,Hyderabad,Premium,"806,949,736,804,908,782",3,2026-02-04,50,814.78,0
SUB-20487,Lucknow,Premium,"701,693,670,654,737,599",2,2026-05-12,31,686.57,0
SUB-20488,Pune,Basic,"151,218,230,215,223,191",1,2026-05-03,83,194.78,0
SUB-20489,Ahmedabad,Premium,"869,789,778,835,813,766",2,2026-04-22,55,791.6,0
SUB-20490,Kolkata,Premium,"776,680,831,810,657,728",0,2026-02-19,119,726.2,0
SUB-20491,Pune,Standard,"498,404,495,459,576,441",6,2026-03-03,93,459.19,1
SUB-20492,Delhi,Basic,"178,164,197,248,195,263",2,2026-05-28,68,223.13,0
SUB-20493,Pune,Premium,"767,739,798,758,719,818",3,2026-03-14,108,757.18,0
SUB-20494,Hyderabad,Basic,"319,167,209,194,167,159",2,2026-05-11,114,217.91,0
SUB-20495,Delhi,Basic,"301,231,331,187,245,235",3,2026-01-10,90,254.89,1
SUB-20496,Hyderabad,Basic,"241,321,265,232,178,295",4,2026-03-02,11,228.83,0
SUB-20497,Delhi,Standard,"536,520,479,483,464,435",3,2026-03-03,49,458.45,0
SUB-20498,Ahmedabad,Premium,"781,677,770,772,726,748",3,2025-12-18,71,717.68,1
SUB-20499,Hyderabad,Premium,"675,671,668,713,695,598",5,2026-05-16,57,728.63,0
SUB-20500,Chennai,Standard,"424,461,481,457,474,526",3,2026-05-13,10,495.89,0
SUB-20501,Bangalore,Premium,"758,736,754,731,748,817",1,2026-01-01,19,790.77,0
SUB-20502,Jaipur,Premium,"563,760,663,663,602,638",2,2026-01-29,108,616.88,0
SUB-20503,Delhi,Basic,"178,176,176,132,129,184",4,2026-04-29,35,218.3,0
SUB-20504,Chennai,Premium,"729,733,731,702,727,616",2,2025-12-22,81,683.8,1
SUB-20505,Hyderabad,Premium,"837,807,814,763,806,860",3,2026-04-08,24,798.9,0
SUB-20506,Ahmedabad,Premium,"916,869,875,816,896,827",2,2026-03-22,52,864.57,0
SUB-20507,Hyderabad,Standard,"455,419,523,419,451,388",3,2026-05-31,46,427.44,0
SUB-20508,Jaipur,Standard,"513,446,468,417,427,448",3,2026-04-06,42,436.56,0
SUB-20509,Jaipur,Premium,"609,700,671,606,668,624",3,2026-03-18,114,637.06,0
SUB-20510,Lucknow,Premium,"897,878,853,871,816,845",7,2026-01-01,110,836.68,1
SUB-20511,Mumbai,Standard,"424,428,447,470,432,416",2,2026-05-30,74,420.09,0
SUB-20512,Kolkata,Basic,"156,231,343,176,222,355",2,2026-01-22,75,230.48,1
SUB-20513,Ahmedabad,Premium,"825,817,838,911,844,728",6,2026-01-24,68,793.62,1
SUB-20514,Lucknow,Premium,"785,783,815,788,832,775",1,2026-03-30,74,791.26,0
SUB-20515,Lucknow,Premium,"713,710,733,644,632,781",4,2026-01-23,107,716.79,1
SUB-20516,Kolkata,Standard,"575,510,523,395,398,495",1,2026-06-11,109,487.89,0
SUB-20517,Pune,Basic,"233,265,279,223,197,256",2,2026-03-04,19,254.67,0
SUB-20518,Lucknow,Basic,"108,265,262,177,216,192",2,2025-12-31,74,228.6,1
SUB-20519,Hyderabad,Premium,"480,466,601,445,465,496",3,2026-05-30,40,501.69,0
SUB-20520,Hyderabad,Premium,"910,945,970,931,934,948",2,2026-05-09,83,926.72,0
SUB-20521,Delhi,Premium,"767,791,839,837,837,774",3,2026-01-16,68,824.24,0
SUB-20522,Lucknow,Basic,"279,143,196,190,389,180",2,2026-06-11,24,239.28,0
SUB-20523,Ahmedabad,Standard,"582,582,613,484,553,492",2,2026-04-23,64,574.71,0
SUB-20524,Mumbai,Premium,"687,730,682,816,716,802",4,2026-02-03,115,751.63,0
SUB-20525,Delhi,Standard,"370,399,315,353,356,425",1,2026-06-06,30,358.33,0
SUB-20526,Bangalore,Premium,"714,643,721,716,700,703",0,2026-04-20,29,734.88,0
SUB-20527,Chennai,Standard,"432,491,343,462,393,406",3,2026-02-12,103,452.03,1
SUB-20528,Ahmedabad,Basic,"249,207,316,294,158,144",3,2026-05-06,45,238.78,0
SUB-20529,Lucknow,Standard,"357,317,405,398,333,355",2,2026-05-08,75,375.75,0
SUB-20530,Hyderabad,Basic,"307,322,320,325,363,345",2,2026-03-25,70,295.11,0
SUB-20531,Delhi,Premium,"959,951,968,873,988,923",5,2026-05-06,100,930.6,0
SUB-20532,Ahmedabad,Premium,"938,902,834,912,788,862",3,2026-05-16,81,918.29,0
SUB-20533,Chennai,Basic,"248,232,229,218,186,304",0,2026-04-16,48,220.0,0
SUB-20534,Chennai,Basic,"292,338,288,192,243,301",0,2026-03-12,90,276.23,0
SUB-20535,Jaipur,Premium,"961,863,980,819,960,903",5,2026-04-06,66,857.48,0
SUB-20536,Mumbai,Standard,"467,453,458,451,452,432",3,2026-05-22,98,438.91,0
SUB-20537,Pune,Basic,"245,229,148,208,245,218",1,2026-04-02,63,206.26,0
SUB-20538,Bangalore,Basic,"384,236,314,270,233,266",2,2026-05-10,13,269.6,0
SUB-20539,Delhi,Basic,"231,260,194,227,265,201",4,2026-03-20,96,224.11,0
SUB-20540,Kolkata,Premium,"946,911,927,894,956,994",4,2026-03-24,35,896.06,0
SUB-20541,Jaipur,Standard,"446,424,419,455,432,472",2,2026-05-05,2,444.71,0
SUB-20542,Kolkata,Standard,"444,504,491,455,475,480",4,2026-05-24,90,473.02,0
SUB-20543,Mumbai,Premium,"694,626,650,689,716,727",1,2026-05-24,89,670.88,0
SUB-20544,Pune,Premium,"576,569,621,644,661,633",3,2026-06-11,12,658.21,0
SUB-20545,Ahmedabad,Basic,"231,247,132,259,251,204",3,2026-02-08,32,221.48,1
SUB-20546,Ahmedabad,Premium,"709,710,799,821,715,855",5,2026-02-06,75,787.15,0
SUB-20547,Chennai,Basic,"260,250,220,227,294,238",3,2025-12-31,80,269.46,1
SUB-20548,Hyderabad,Basic,"183,200,138,307,184,212",0,2026-03-26,91,205.76,0
SUB-20549,Pune,Basic,"256,276,354,279,315,359",4,2026-04-24,58,292.09,0
SUB-20550,Ahmedabad,Basic,"189,239,343,205,226,370",3,2026-03-25,8,258.21,0
SUB-20551,Mumbai,Basic,"195,232,253,192,268,214",2,2026-04-27,82,232.63,0
SUB-20552,Kolkata,Basic,"220,304,123,240,280,267",1,2026-03-26,37,231.99,0
SUB-20553,Mumbai,Basic,"272,331,291,325,260,274",5,2026-05-23,21,263.64,0
SUB-20554,Ahmedabad,Premium,"738,770,880,840,836,792",1,2026-02-23,44,785.29,0
SUB-20555,Chennai,Premium,"863,862,800,837,925,905",3,2026-03-24,97,846.68,0
SUB-20556,Chennai,Standard,"611,610,503,593,487,510",4,2026-04-02,9,535.0,0
SUB-20557,Hyderabad,Standard,"463,442,512,439,446,449",3,2026-06-03,106,497.29,0
SUB-20558,Delhi,Basic,"255,343,218,331,200,195",1,2026-06-07,77,255.81,0
SUB-20559,Kolkata,Basic,"162,336,254,224,337,195",2,2026-05-02,11,269.11,0
SUB-20560,Jaipur,Standard,"404,312,408,442,395,424",5,2026-02-23,69,425.75,0
SUB-20561,Pune,Standard,"565,565,551,532,564,627",3,2026-03-15,57,547.17,0
SUB-20562,Pune,Standard,"374,482,385,310,330,332",0,2026-01-06,52,359.92,0
SUB-20563,Jaipur,Premium,"647,681,597,659,673,738",1,2026-03-06,26,709.31,0
SUB-20564,Chennai,Basic,"298,278,204,207,273,242",4,2026-05-04,98,244.09,0
SUB-20565,Mumbai,Premium,"709,678,694,646,668,697",2,2026-01-29,37,704.28,0
SUB-20566,Delhi,Standard,"635,541,551,499,457,458",2,2026-03-13,65,515.83,0
SUB-20567,Chennai,Basic,"267,212,342,287,194,218",1,2026-01-13,114,235.88,1
SUB-20568,Lucknow,Premium,"713,803,761,705,802,728",3,2026-06-11,77,742.95,0
SUB-20569,Jaipur,Standard,"624,507,448,417,416,399",4,2026-06-03,105,444.61,0
SUB-20570,Delhi,Standard,"441,360,333,399,441,332",2,2026-05-14,49,377.36,0
SUB-20571,Jaipur,Standard,"359,401,352,440,387,360",1,2026-05-28,113,378.38,0
SUB-20572,Bangalore,Standard,"404,399,402,500,410,415",0,2026-04-14,90,428.76,0
SUB-20573,Lucknow,Basic,"238,239,195,222,264,289",3,2026-03-04,35,232.16,0
SUB-20574,Ahmedabad,Premium,"803,797,745,769,841,891",3,2026-04-13,100,773.47,0
SUB-20575,Delhi,Standard,"496,538,491,482,463,504",4,2026-03-04,89,523.35,0
SUB-20576,Kolkata,Basic,"259,288,213,236,180,248",3,2026-06-04,43,235.99,0
SUB-20577,Jaipur,Premium,"735,742,663,686,637,591",4,2026-04-28,94,657.0,0
SUB-20578,Chennai,Basic,"239,210,273,257,221,233",3,2026-04-05,100,261.64,0
SUB-20579,Chennai,Premium,"839,743,742,719,838,801",2,2026-01-16,53,785.12,0
SUB-20580,Pune,Premium,"723,782,707,746,784,810",2,2026-03-25,93,747.76,0
SUB-20581,Ahmedabad,Premium,"711,729,701,775,670,757",1,2026-02-06,106,717.39,0
SUB-20582,Chennai,Basic,"229,196,198,224,249,375",1,2026-02-06,32,262.47,1
SUB-20583,Bangalore,Standard,"305,283,334,435,391,454",2,2026-01-11,111,370.55,1
SUB-20584,Bangalore,Premium,"761,771,721,772,661,685",2,2025-12-27,22,731.87,1
SUB-20585,Delhi,Basic,"211,187,250,268,177,171",1,2026-05-07,30,202.06,0
SUB-20586,Kolkata,Basic,"167,161,220,179,96,184",1,2026-03-03,119,226.84,0
SUB-20587,Delhi,Premium,"812,773,733,780,867,828",3,2025-12-18,52,803.36,1
SUB-20588,Lucknow,Premium,"921,866,836,848,940,852",2,2026-02-28,37,834.56,0
SUB-20589,Mumbai,Standard,"461,465,481,406,520,465",1,2026-01-12,51,453.3,0
SUB-20590,Bangalore,Standard,"438,444,520,462,452,531",1,2026-03-09,33,494.17,0
SUB-20591,Mumbai,Standard,"522,376,379,325,421,390",1,2025-12-14,93,390.25,1
SUB-20592,Pune,Premium,"887,796,834,829,853,859",1,2025-12-23,46,836.39,1
SUB-20593,Jaipur,Basic,"253,147,188,203,266,270",6,2026-05-21,49,221.73,0
SUB-20594,Pune,Premium,"782,810,766,885,769,800",5,2026-05-18,75,822.62,0
SUB-20595,Chennai,Standard,"405,445,485,425,454,435",3,2026-01-02,29,473.48,1
SUB-20596,Jaipur,Premium,"859,731,785,782,806,838",1,2026-05-24,97,819.9,0
SUB-20597,Bangalore,Standard,"381,387,331,333,413,413",3,2026-05-30,72,408.74,0
SUB-20598,Bangalore,Standard,"533,659,638,533,614,526",4,2026-03-03,111,585.07,0
SUB-20599,Bangalore,Basic,"272,452,344,352,300,306",2,2026-02-18,77,277.61,0
SUB-20600,Kolkata,Standard,"530,504,588,537,449,548",2,2026-05-30,56,507.46,0
SUB-20601,Kolkata,Premium,"834,852,842,851,826,831",3,2026-05-28,39,836.83,0
SUB-20602,Kolkata,Basic,"201,322,311,290,261,245",2,2026-05-15,35,262.42,0
SUB-20603,Kolkata,Basic,"180,207,300,199,313,313",1,2025-12-20,89,243.57,1
SUB-20604,Pune,Standard,"495,461,430,419,295,434",3,2026-05-03,49,431.04,0
SUB-20605,Pune,Basic,"322,265,316,261,266,236",1,2026-03-02,112,274.67,0
SUB-20606,Mumbai,Standard,"524,542,565,492,543,516",2,2026-03-27,52,514.72,0
SUB-20607,Chennai,Basic,"318,259,215,346,194,339",3,2026-06-05,113,250.49,0
SUB-20608,Ahmedabad,Basic,"172,203,294,231,223,245",0,2026-02-13,40,224.44,0
SUB-20609,Pune,Standard,"441,168,276,376,381,332",1,2026-06-09,89,337.19,0
SUB-20610,Hyderabad,Premium,"913,950,1027,875,1025,1059",1,2026-05-24,28,964.25,0
SUB-20611,Chennai,Premium,"793,811,824,858,853,820",4,2026-02-08,91,845.64,1
SUB-20612,Jaipur,Basic,"320,297,317,337,230,281",3,2026-03-31,60,267.45,0
SUB-20613,Ahmedabad,Standard,"405,373,398,324,488,423",2,2026-01-08,49,428.18,1
SUB-20614,Chennai,Standard,"419,416,460,474,500,425",3,2026-02-08,61,443.58,0
SUB-20615,Bangalore,Standard,"341,355,386,481,428,453",6,2026-04-27,99,426.13,0
SUB-20616,Kolkata,Basic,"258,247,266,303,309,207",1,2026-02-01,62,256.79,0
SUB-20617,Kolkata,Premium,"744,782,747,804,814,796",2,2026-04-27,10,783.7,0
SUB-20618,Jaipur,Premium,"826,813,895,819,801,849",2,2025-12-30,63,846.57,0
SUB-20619,Pune,Basic,"220,218,259,259,280,269",0,2026-02-02,18,262.1,1
SUB-20620,Bangalore,Standard,"491,468,465,457,509,463",1,2026-05-02,14,450.26,0
SUB-20621,Kolkata,Premium,"550,551,637,598,508,646",2,2026-01-06,75,568.51,1
SUB-20622,Jaipur,Standard,"357,306,387,411,451,367",2,2026-01-07,58,407.16,1
SUB-20623,Lucknow,Premium,"843,834,896,804,884,868",0,2026-03-30,109,877.09,0
SUB-20624,Jaipur,Basic,"289,323,250,233,270,294",4,2026-03-24,75,244.48,0
SUB-20625,Mumbai,Standard,"340,436,472,439,470,498",3,2026-01-21,91,482.82,1
SUB-20626,Delhi,Basic,"236,346,256,289,325,258",5,2026-02-14,109,239.51,1
SUB-20627,Hyderabad,Standard,"425,489,581,494,463,488",1,2026-06-09,12,460.8,0
SUB-20628,Kolkata,Basic,"237,282,329,285,236,253",4,2026-02-23,72,252.16,0
SUB-20629,Ahmedabad,Basic,"269,195,182,155,262,163",0,2026-03-21,19,203.51,0
SUB-20630,Jaipur,Standard,"371,506,453,423,486,446",1,2026-04-04,65,445.42,0
SUB-20631,Jaipur,Basic,"243,240,331,247,382,340",0,2026-03-07,4,280.4,0
SUB-20632,Bangalore,Standard,"432,403,383,413,428,539",2,2026-05-23,59,438.83,0
SUB-20633,Pune,Standard,"518,442,468,512,463,562",0,2026-03-03,118,478.05,0
SUB-20634,Lucknow,Basic,"184,250,235,202,203,94",1,2025-12-15,81,220.49,1
SUB-20635,Jaipur,Premium,"781,901,672,768,787,783",3,2026-03-22,54,760.65,0
SUB-20636,Delhi,Basic,"187,276,288,313,300,232",2,2026-03-17,4,222.57,0
SUB-20637,Kolkata,Basic,"199,201,267,253,295,370",3,2026-05-10,46,266.69,0
SUB-20638,Jaipur,Basic,"302,318,251,284,258,317",6,2026-02-08,94,273.22,1
SUB-20639,Jaipur,Standard,"389,406,360,404,436,410",4,2026-03-27,113,402.86,0
SUB-20640,Ahmedabad,Standard,"523,439,478,473,400,397",3,2026-05-13,1,461.37,0
SUB-20641,Pune,Premium,"744,642,671,739,614,680",2,2026-05-07,49,684.05,0
SUB-20642,Mumbai,Premium,"782,780,722,775,762,724",1,2025-12-24,20,725.89,0
SUB-20643,Chennai,Basic,"261,197,303,261,215,342",6,2026-05-10,49,247.19,0
SUB-20644,Ahmedabad,Basic,"149,314,368,216,191,194",3,2026-03-08,52,269.28,0
SUB-20645,Chennai,Premium,"520,462,518,545,571,507",5,2026-05-24,72,533.05,0
SUB-20646,Chennai,Standard,"463,399,474,479,442,396",1,2026-01-11,70,439.04,1
SUB-20647,Hyderabad,Standard,"389,453,470,477,480,461",1,2026-05-07,89,470.23,0
SUB-20648,Chennai,Standard,"410,448,390,468,429,436",0,2026-04-15,38,463.51,0
SUB-20649,Hyderabad,Premium,"740,815,741,792,735,843",1,2026-05-25,120,809.84,0
SUB-20650,Bangalore,Premium,"845,851,871,827,864,802",4,2026-03-24,3,864.58,0
SUB-20651,Hyderabad,Premium,"856,871,887,877,784,859",5,2026-01-18,103,840.05,0
SUB-20652,Pune,Basic,"300,265,244,221,293,269",0,2026-01-21,91,240.21,0
SUB-20653,Hyderabad,Premium,"1066,1085,1123,1054,985,1041",1,2026-03-10,119,1079.86,0
SUB-20654,Bangalore,Standard,"443,469,393,414,384,442",3,2026-05-30,105,436.02,0
SUB-20655,Hyderabad,Basic,"313,298,315,312,187,281",1,2026-04-01,8,210.92,0
SUB-20656,Hyderabad,Basic,"316,197,178,209,208,325",1,2026-06-06,96,234.08,0
SUB-20657,Pune,Premium,"839,845,870,851,871,810",4,2026-02-27,49,858.31,0
SUB-20658,Mumbai,Standard,"506,482,544,444,473,510",4,2026-01-31,72,500.64,1
SUB-20659,Mumbai,Premium,"675,742,754,759,717,793",3,2026-01-17,41,752.51,1
SUB-20660,Bangalore,Premium,"834,845,882,860,728,818",2,2026-04-18,34,825.9,0
SUB-20661,Lucknow,Premium,"818,723,814,805,836,786",3,2026-02-03,84,751.58,0
SUB-20662,Delhi,Standard,"349,445,386,448,469,366",2,2026-01-02,68,408.06,1
SUB-20663,Jaipur,Basic,"338,200,275,303,258,211",2,2026-05-03,21,305.04,0
SUB-20664,Hyderabad,Standard,"375,390,471,366,370,371",2,2026-04-29,8,436.9,0
SUB-20665,Delhi,Basic,"266,216,271,228,281,245",2,2026-01-24,53,282.99,0
SUB-20666,Pune,Standard,"388,456,476,285,290,389",3,2026-05-31,86,388.1,0
SUB-20667,Bangalore,Premium,"884,888,856,899,783,799",3,2025-12-23,78,864.3,1
SUB-20668,Bangalore,Premium,"836,839,837,866,761,839",3,2026-05-19,113,841.9,0
SUB-20669,Kolkata,Premium,"932,907,977,1050,956,965",5,2026-01-07,65,976.77,1
SUB-20670,Pune,Standard,"380,425,368,472,443,427",3,2026-02-20,114,447.46,1
SUB-20671,Lucknow,Premium,"713,701,719,623,693,765",1,2026-05-18,110,691.18,0
SUB-20672,Ahmedabad,Premium,"820,704,770,732,711,751",2,2026-03-10,15,707.64,0
SUB-20673,Kolkata,Premium,"729,701,742,645,760,705",2,2026-01-21,97,710.89,0
SUB-20674,Chennai,Standard,"448,438,440,425,508,409",2,2026-05-20,103,422.43,0
SUB-20675,Delhi,Standard,"406,307,492,423,478,434",1,2026-01-20,31,442.09,0
SUB-20676,Chennai,Basic,"277,296,300,338,220,233",2,2026-03-04,49,276.05,0
SUB-20677,Kolkata,Standard,"462,533,466,443,407,367",2,2026-04-22,76,446.38,0
SUB-20678,Kolkata,Standard,"472,462,459,449,655,445",3,2026-03-31,90,498.22,0
SUB-20679,Chennai,Basic,"174,218,288,244,334,186",1,2026-03-28,30,191.25,0
SUB-20680,Bangalore,Standard,"528,436,454,555,517,462",3,2026-01-22,60,515.02,0
SUB-20681,Kolkata,Standard,"393,516,473,556,441,466",2,2026-03-02,103,440.02,0
SUB-20682,Pune,Premium,"968,971,976,922,959,905",3,2026-05-26,111,910.7,0
SUB-20683,Delhi,Standard,"358,279,397,405,381,340",3,2026-03-14,120,380.91,0
SUB-20684,Pune,Premium,"692,582,682,633,592,623",4,2026-05-23,83,659.7,0
SUB-20685,Pune,Basic,"242,231,286,195,178,259",1,2026-03-05,77,255.55,0
SUB-20686,Kolkata,Premium,"640,619,601,642,575,678",3,2026-03-09,8,653.01,0
SUB-20687,Ahmedabad,Premium,"930,960,882,907,857,966",5,2026-02-22,64,904.0,0
SUB-20688,Pune,Basic,"307,226,135,241,196,228",1,2026-05-23,98,203.15,0
SUB-20689,Ahmedabad,Premium,"891,868,813,867,901,832",2,2025-12-20,21,822.68,1
SUB-20690,Lucknow,Standard,"506,503,468,421,510,456",4,2026-05-18,110,466.84,0
SUB-20691,Kolkata,Premium,"1001,830,908,948,929,881",0,2026-02-11,81,929.28,0
SUB-20692,Chennai,Basic,"249,288,328,226,263,255",0,2026-03-29,58,264.19,0
SUB-20693,Jaipur,Premium,"809,876,777,739,695,846",3,2026-05-04,4,769.83,0
SUB-20694,Ahmedabad,Premium,"685,714,608,651,643,561",5,2025-12-14,64,672.4,1
SUB-20695,Bangalore,Standard,"495,449,516,535,532,506",3,2026-06-08,26,512.85,0
SUB-20696,Delhi,Premium,"805,780,760,698,773,739",4,2026-01-05,115,741.43,1
SUB-20697,Pune,Premium,"600,575,628,598,583,564",0,2026-01-13,102,613.06,0
